"id","title","content","category","doc_type","doc_number","agency","published_date","url","crawled_at"
170,000,000

Vàng nhẫn SJC 99,99% 0.5 chỉ, 0.3 chỉ

167,000,000

170,100,000

Nữ trang 99,99%

165,000,000

168,500,000

Nữ trang 99%

160,331,683

166,831,683

Nữ trang 75%

117,637,638

126,537,638

Nữ trang 68%

105,841,459

114,741,459

Nữ trang 61%

94,045,279

102,945,279

Nữ trang 58,3%

89,495,324

98,395,324

Nữ trang 41.7%

61,521,527

70,421,527

Giá vàng  DOJI  Ngày 25-03-2026  07:43

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

SJC - Bán Lẻ

16,720,000

17,020,000

Kim TT/AVPL

16,730,000

17,030,000

NHẪN TRÒN 9999 HƯNG THỊNH VƯỢNG

16,720,000

17,020,000

Nguyên Liệu 99.99

15,800,000

16,000,000

Nguyên Liệu 99.9

15,750,000

15,950,000

Nữ trang 99.99 - Bán Lẻ

16,400,000

16,800,000

Nữ trang 99.9 - Bán Lẻ

16,350,000

16,750,000

Nữ trang 99 - Bán Lẻ

16,280,000

16,730,000

Giá vàng  PNJ  Ngày 25-03-2026  07:43

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

PNJ HCM

167,000,000

170,000,000

SJC HCM

167,200,000

170,200,000

PNJ HN

167,000,000

170,000,000

SJC HN

167,200,000

170,200,000

PNJ ĐN

167,000,000

170,000,000

SJC ĐN

167,200,000

170,200,000

PNJ MT

167,000,000

170,000,000

SJC MT

167,200,000

170,200,000

PNJ TN

167,000,000

170,000,000

SJC TN

167,200,000

170,200,000

PNJ ĐNB

167,000,000

170,000,000

SJC ĐNB

167,200,000

170,200,000

Nhẫn Trơn PNJ 999.9

167,000,000

170,000,000

Vàng Kim Bảo 999.9

167,000,000

170,000,000

Vàng Phúc Lộc Tài 999.9

167,000,000

170,000,000

Vàng nữ trang 999.9

164,900,000

168,900,000

Vàng nữ trang 999

164,730,000

168,730,000

Vàng nữ trang 9920

161,350,000

167,550,000

Vàng nữ trang 99

161,010,000

167,210,000

Vàng 916 (22K)

148,510,000

154,710,000

Vàng 750 (18K)

117,780,000

126,680,000

Vàng 680 (16.3K)

105,950,000

114,850,000

Vàng 650 (15.6K)

100,890,000

109,790,000

Vàng 610 (14.6K)

94,130,000

103,030,000

Vàng 585 (14K)

89,910,000

98,810,000

Vàng 416 (10K)

61,360,000

70,260,000

Vàng 375 (9K)

54,440,000

63,340,000

Vàng 333 (8K)

47,340,000

56,240,000

Giá vàng  Bảo Tín Minh Châu  Ngày 25-03-2026  07:43

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

VÀNG MIẾNG VRTL BẢO TÍN MINH CHÂU

167,700,000

170,700,000

NHẪN TRÒN TRƠN BẢO TÍN MINH CHÂU

167,700,000

170,700,000

QUÀ MỪNG BẢN VỊ VÀNG BẢO TÍN MINH CHÂU

167,700,000

170,700,000

VÀNG MIẾNG SJC

167,200,000

170,200,000

TRANG SỨC VÀNG RỒNG THĂNG LONG 999.9

165,700,000

169,700,000

TRANG SỨC VÀNG RỒNG THĂNG LONG 99.9

165,500,000

169,500,000

VÀNG THƯƠNG HIỆU DOJI, PNJ, PHÚ QUÝ...

166,700,000

-

VÀNG THƯƠNG HIỆU KHÁC

157,800,000

-

VÀNG NGUYÊN LIỆU

157,300,000

-

Giá vàng  Bảo Tín Mạnh Hải  Ngày 25-03-2026  07:48

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

Nhẫn Tròn ép vỉ (Kim Gia Bảo ) 24K (999.9)

16,770,000

17,070,000

Đồng vàng Kim Gia Bảo hoa sen

16,770,000

17,070,000

Vàng Tiểu Kim Cát 24K (999.9) 0,1chỉ

1,677,000

1,707,000

Nhẫn tròn 999.9 BTMH

16,500,000

-

Vàng trang sức 24K (999.9)

16,570,000

16,970,000

Vàng trang sức 24K (99.9)

16,560,000

16,960,000

Vàng miếng SJC (Cty CP BTMH)

16,720,000

17,020,000

Nhẫn ép vỉ Vàng Rồng Thăng Long

16,620,000

-

Vàng nguyên liệu 999,9

15,850,000

-

Vàng nguyên liệu 99.9

15,800,000

-

****

Giá vàng ngày 24/3/2026 mua vào bán ra:

Giá vàng  SJC  Ngày 24-03-2026 16:28

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

SJC 1L, 10L, 1KG

167,200,000

170,200,000

SJC 5 chỉ

167,200,000

170,220,000

SJC 0.5, 1, 2 chỉ

167,200,000

170,230,000

Vàng nhẫn SJC 99,99% 1 chỉ, 2 chỉ, 5 chỉ

167,000,000

170,000,000

Vàng nhẫn SJC 99,99% 0.5 chỉ, 0.3 chỉ

167,000,000

170,100,000

Nữ trang 99,99%

165,000,000

168,500,000

Nữ trang 99%

160,331,683

166,831,683

Nữ trang 75%

117,637,638

126,537,638

Nữ trang 68%

105,841,459

114,741,459

Nữ trang 61%

94,045,279

102,945,279

Nữ trang 58,3%

89,495,324

98,395,324

Nữ trang 41.7%

61,521,527

70,421,527

Giá vàng  DOJI  Ngày 24-03-2026 16:28

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

SJC - Bán Lẻ

16,720,000

17,020,000

Kim TT/AVPL

16,730,000

17,030,000

NHẪN TRÒN 9999 HƯNG THỊNH VƯỢNG

16,720,000

17,020,000

Nguyên Liệu 99.99

15,800,000

16,000,000

Nguyên Liệu 99.9

15,750,000

15,950,000

Nữ trang 99.99 - Bán Lẻ

16,400,000

16,800,000

Nữ trang 99.9 - Bán Lẻ

16,350,000

16,750,000

Nữ trang 99 - Bán Lẻ

16,280,000

16,730,000

Giá vàng  PNJ  Ngày 24-03-2026 16:33

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

PNJ HCM

167,000,000

170,000,000

SJC HCM

167,200,000

170,200,000

PNJ HN

167,000,000

170,000,000

SJC HN

167,200,000

170,200,000

PNJ ĐN

167,000,000

170,000,000

SJC ĐN

167,200,000

170,200,000

PNJ MT

167,000,000

170,000,000

SJC MT

167,200,000

170,200,000

PNJ TN

167,000,000

170,000,000

SJC TN

167,200,000

170,200,000

PNJ ĐNB

167,000,000

170,000,000

SJC ĐNB

167,200,000

170,200,000

Nhẫn Trơn PNJ 999.9

167,000,000

170,000,000

Vàng Kim Bảo 999.9

167,000,000

170,000,000

Vàng Phúc Lộc Tài 999.9

167,000,000

170,000,000

Vàng nữ trang 999.9

164,900,000

168,900,000

Vàng nữ trang 999

164,730,000

168,730,000

Vàng nữ trang 9920

161,350,000

167,550,000

Vàng nữ trang 99

161,010,000

167,210,000

Vàng 916 (22K)

148,510,000

154,710,000

Vàng 750 (18K)

117,780,000

126,680,000

Vàng 680 (16.3K)

105,950,000

114,850,000

Vàng 650 (15.6K)

100,890,000

109,790,000

Vàng 610 (14.6K)

94,130,000

103,030,000

Vàng 585 (14K)

89,910,000

98,810,000

Vàng 416 (10K)

61,360,000

70,260,000

Vàng 375 (9K)

54,440,000

63,340,000

Vàng 333 (8K)

47,340,000

56,240,000

Giá vàng  Bảo Tín Minh Châu  Ngày 24-03-2026 16:33

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

VÀNG MIẾNG VRTL BẢO TÍN MINH CHÂU

167,700,000

170,700,000

NHẪN TRÒN TRƠN BẢO TÍN MINH CHÂU

167,700,000

170,700,000

QUÀ MỪNG BẢN VỊ VÀNG BẢO TÍN MINH CHÂU

167,700,000

170,700,000

VÀNG MIẾNG SJC

167,200,000

170,200,000

TRANG SỨC VÀNG RỒNG THĂNG LONG 999.9

165,700,000

169,700,000

TRANG SỨC VÀNG RỒNG THĂNG LONG 99.9

165,500,000

169,500,000

VÀNG THƯƠNG HIỆU DOJI, PNJ, PHÚ QUÝ...

166,700,000

-

VÀNG THƯƠNG HIỆU KHÁC

157,800,000

-

VÀNG NGUYÊN LIỆU

157,300,000

-

Giá vàng  Bảo Tín Mạnh Hải  Ngày 24-03-2026 16:33

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

Nhẫn Tròn ép vỉ (Kim Gia Bảo ) 24K (999.9)

16,770,000

17,070,000

Đồng vàng Kim Gia Bảo hoa sen

16,770,000

17,070,000

Vàng Tiểu Kim Cát 24K (999.9) 0,1chỉ

1,677,000

1,707,000

Nhẫn tròn 999.9 BTMH

16,500,000

-

Vàng trang sức 24K (999.9)

16,570,000

16,970,000

Vàng trang sức 24K (99.9)

16,560,000

16,960,000

Vàng miếng SJC (Cty CP BTMH)

16,720,000

17,020,000

Nhẫn ép vỉ Vàng Rồng Thăng Long

16,620,000

-

Vàng nguyên liệu 999,9

15,800,000

-

Vàng nguyên liệu 99.9

15,750,000

-

*Trên đây là Mới nhất giá vàng ngày 25 3 2026 mua vào bán ra ở mức bao nhiều tiền 1 lượng?

Mới nhất giá vàng ngày 25 3 2026 mua vào bán ra ở mức bao nhiều tiền 1 lượng? (Hình từ Internet)

Căn cứ Điều 9  Nghị định 24/2012/NĐ-CP  quy định về trách nhiệm của doanh nghiệp kinh doanh mua, bán vàng trang sức, mỹ nghệ như sau:

Điều 9. Trách nhiệm của doanh nghiệp kinh doanh mua, bán vàng trang sức, mỹ nghệ

1. Niêm yết công khai tại địa điểm giao dịch về khối lượng, hàm lượng vàng, giá mua, giá bán các loại sản phẩm vàng trang sức, mỹ nghệ và chịu trách nhiệm trước pháp luật về chất lượng sản phẩm bán ra thị trường.

2. Chấp hành các quy định của pháp luật về chế độ kế toán, lập và sử dụng hóa đơn chứng từ.

3. Tuân thủ các quy định của pháp luật về đo lường.

4. Có biện pháp và trang thiết bị bảo đảm an toàn trong hoạt động kinh doanh.

5. Tuân thủ các quy định tại Nghị định này và các quy định của pháp luật khác có liên quan.

Như vậy, doanh nghiệp kinh doanh mua, bán vàng trang sức, mỹ nghệ phải có những trách nhiệm sau đây:

[1] Niêm yết công khai tại địa điểm giao dịch về khối lượng, hàm lượng vàng, giá mua, giá bán các loại sản phẩm vàng trang sức, mỹ nghệ và chịu trách nhiệm trước pháp luật về chất lượng sản phẩm bán ra thị trường.

[2] Chấp hành các quy định của pháp luật về chế độ kế toán, lập và sử dụng hóa đơn chứng từ.

[3] Tuân thủ các quy định của pháp luật về đo lường.

[4] Có biện pháp và trang thiết bị bảo đảm an toàn trong hoạt động kinh doanh.

[5] Tuân thủ các quy định tại  Nghị định 24/2012/NĐ-CP  và các quy định của pháp luật khác có liên quan.

Căn cứ Điều 11  Nghị định 24/2012/NĐ-CP  quy định về điều kiện cấp Giấy phép kinh doanh mua, bán vàng miếng như sau:

Điều 11. Điều kiện cấp Giấy phép kinh doanh mua, bán vàng miếng

1. Doanh nghiệp được Ngân hàng Nhà nước xem xét cấp Giấy phép kinh doanh mua, bán vàng miếng khi đáp ứng đủ các điều kiện sau:

a) Là doanh nghiệp thành lập và hoạt động theo quy định của pháp luật.

b) Có vốn điều lệ từ 100 tỷ đồng trở lên.

c) Có kinh nghiệm hoạt động trong lĩnh vực kinh doanh mua, bán vàng từ 2 (hai) năm trở lên.

d) Có số thuế đã nộp của hoạt động kinh doanh vàng từ 500 (năm trăm) triệu đồng/năm trở lên trong 2 (hai) năm liên tiếp gần nhất (có xác nhận của cơ quan thuế).

đ) Có mạng lưới chi nhánh, địa điểm bán hàng tại Việt Nam từ 3 (ba) tỉnh, thành phố trực thuộc Trung ương trở lên.

2. Tổ chức tín dụng được Ngân hàng Nhà nước xem xét cấp Giấy phép kinh doanh mua, bán vàng miếng khi đáp ứng đủ các điều kiện sau:

a) Có vốn điều lệ từ 3.000 (ba nghìn) tỷ đồng trở lên.

b) Có đăng ký hoạt động kinh doanh vàng.

c) Có mạng lưới chi nhánh tại Việt Nam từ 5 (năm) tỉnh, thành phố trực thuộc Trung ương trở lên.

3. Ngân hàng Nhà nước quy định thủ tục và hồ sơ cấp Giấy phép kinh doanh mua, bán vàng miếng đối với doanh nghiệp, tổ chức tín dụng.

Theo đó điều kiện cấp Giấy phép kinh doanh mua, bán vàng miếng gồm:

[1] Doanh nghiệp được Ngân hàng Nhà nước xem xét cấp Giấy phép kinh doanh mua, bán vàng miếng khi đáp ứng đủ các điều kiện sau:

- Là doanh nghiệp thành lập và hoạt động theo quy định của pháp luật.

- Có vốn điều lệ từ 100 tỷ đồng trở lên.

- Có kinh nghiệm hoạt động trong lĩnh vực kinh doanh mua, bán vàng từ 2 (hai) năm trở lên.

- Có số thuế đã nộp của hoạt động kinh doanh vàng từ 500 (năm trăm) triệu đồng/năm trở lên trong 2 (hai) năm liên tiếp gần nhất (có xác nhận của cơ quan thuế).

- Có mạng lưới chi nhánh, địa điểm bán hàng tại Việt Nam từ 3 (ba) tỉnh, thành phố trực thuộc Trung ương trở lên.

[2] Tổ chức tín dụng được Ngân hàng Nhà nước xem xét cấp Giấy phép kinh doanh mua, bán vàng miếng khi đáp ứng đủ các điều kiện sau:

- Có vốn điều lệ từ 3.000 (ba nghìn) tỷ đồng trở lên.

- Có đăng ký hoạt động kinh doanh vàng.

- Có mạng lưới chi nhánh tại Việt Nam từ 5 (năm) tỉnh, thành phố trực thuộc Trung ương trở lên.

[3] Ngân hàng Nhà nước quy định thủ tục và hồ sơ cấp Giấy phép kinh doanh mua, bán vàng miếng đối với doanh nghiệp, tổ chức tín dụng.

*Trên đây là thông tin Mới nhất giá vàng ngày 25 3 2026 mua vào bán ra ở mức bao nhiều tiền 1 lượng?","","","","","2026-03-25","https://thuvienphapluat.vn/hoi-dap-phap-luat/moi-nhat-gia-vang-ngay-2532026-mua-vao-ban-ra-o-muc-bao-nhieu-tien-1-luong-138084587.html","2026-04-08T16:12:18.128476+00:00"
